"'이 음식' 많이 먹는 사람, 암 사망률 증가",,,,,생활/문화,건강정보,Naver
"심장 질환 앓는 생후 2개월 1.1㎏ 이른둥이, 수술하지 않고 살렸다",,,,,생활/문화,건강정보,Naver
"일어설 때 '핑'도는 기립성 저혈압, '발살바수기'로 진단율 높여",,,,,생활/문화,건강정보,Naver
"""거리 두기 효과?""… 코로나 대유행 기간 중 9세 이하 뇌염 70% 줄어",,,,,생활/문화,건강정보,Naver
얇아진 머리카락 자꾸 빠지면? ‘이 영양소’ 보충해야,,,,,생활/문화,건강정보,Naver
당뇨병 있다면 ‘이 암’ 검진은 필수,,,,,생활/문화,건강정보,Naver
아메리카노 대신 카페라떼 먹어야 하는 이유,,,,,생활/문화,건강정보,Naver
"대보름 오곡밥의 효과, 그러나 피해야 할 사람들",,,,,생활/문화,건강정보,Naver
배부름 느끼게 해 '다이어트' 돕는 식품 5,,,,,생활/문화,건강정보,Naver
'심정지 걱정'...노인은 운동을 멈춰야 할까?,,,,,생활/문화,건강정보,Naver
진정제 먹고 ‘누가 더 버티나’ 대결… 초등생 10여명 입원,,,,,생활/문화,건강정보,Naver
"수면 중 뇌사상태 빠진 40대 가장, 4명 살리고 하늘의 별 됐다",,,,,생활/문화,건강정보,Naver
수술 뒤 2년내 사망률 30%… 미세한 실금도 위험한 이 부위는?,,,,,생활/문화,건강정보,Naver
편의점으로 들어온 심장충격기… 심정지 환자 목격했다면,,,,,생활/문화,건강정보,Naver
"﻿감기, 초기에 잡는 법...시기, 증상별 대처법",,,,,생활/문화,건강정보,Naver
암 덩어리에 위출구 2곳 다 막혀도 초음파내시경으로 치료한다,,,,,생활/문화,건강정보,Naver
인삼만큼 좋은 ‘겨울 무’... 소화활동·혈액순환 돕고 몸 속 독소배출에 좋아요,,,,,생활/문화,건강정보,Naver
"""한국인, 규제 풀려도 마스크 쓰네"" 해외 유력매체 주목",,,,,생활/문화,건강정보,Naver
"[의료계 소식] 성빈센트병원 자선회, 필리핀 해외의료봉사 떠나",,,,,생활/문화,건강정보,Naver
"고신대병원, 부울경 최초로 '경구 내시경 근절개술' 50례 달성",,,,,생활/문화,건강정보,Naver
붓고 무겁고 아픈 다리....스트레칭 해결,,,,,생활/문화,건강정보,Naver
샴푸 아껴쓰지 말아요!... 녹농균 득실득실?,,,,,생활/문화,건강정보,Naver
비싼 매트리스가 척추에도 좋다? 의사들 생각은…,,,,,생활/문화,건강정보,Naver
아동 망막출혈 및 뇌손상…학대 흔적 판별 돕는다,,,,,생활/문화,건강정보,Naver
"[김태열의 생생건강S펜] ""국내 소아뇌염 70% 감소 원인은?...코로나19 거리두기""",,,,,생활/문화,건강정보,Naver
[기자의 눈] '줄탁동시' 사라진 K바이오,,,,,생활/문화,건강정보,Naver
"동안의 비결, 얼굴 살 빼기…요령이 필요하다",,,,,생활/문화,건강정보,Naver
금산군보건소 올해 난임부부 지원 나선다,,,,,생활/문화,건강정보,Naver
심사 분류 찾느라 하세월? 옛말…혁신 의료기기 허가신청시 분류 신설,,,,,생활/문화,건강정보,Naver
"원강수 시장, 민선 8기 공약 '국제학교 유치' 제주서 본격 시동",,,,,생활/문화,건강정보,Naver
"K-의료시스템 수출사업, 인도네시아 발리로 간다",,,,,생활/문화,건강정보,Naver
"시금치 속 비타민, 상온보다 냉동보관이 낫다?",,,,,생활/문화,건강정보,Naver
[배달잇슈] 캔디 먹고 좀비가 됐다…미국 집어삼킨 이것,,,,,생활/문화,건강정보,Naver
각양각색(各樣各色) 암종별 치료법…신약으로 5년생존율↑[세계 암의 날]①,,,,,생활/문화,건강정보,Naver
"갑자기 귀해진 국민 변비약…식약처, 업계에 생산 확대 공문",,,,,생활/문화,건강정보,Naver
"“K바이오 생태계 살리려면 IPO문턱 낮추고 정책자금 확 늘려야""",,,,,생활/문화,건강정보,Naver
"신현영 '닥터카 탑승' 경위 따진다...복지부, 명지병원 조사",,,,,생활/문화,건강정보,Naver
"콘테 토트넘 감독, '담낭 절제' 수술 받았다… 이유는?",,,,,생활/문화,건강정보,Naver
"IMM인베, 헬스케어데이 개최···국내외 의료·제약 전문가 총집합",,,,,생활/문화,건강정보,Naver
"차병원·차바이오, 'ICT 기반 외국인 환자 관리' 만족도↑",,,,,생활/문화,건강정보,Naver
관악산 입구에 복합문화시설…도림천 산책로 조성,,,,,생활/문화,건강정보,Naver
심장이 걱정?...잘 살펴야 할 6가지,,,,,생활/문화,건강정보,Naver
"생후 2개월 1.1kg 미숙아, 수술 없이 살렸다",,,,,생활/문화,건강정보,Naver
'하루 10캔도?!'... 제로콜라는 살 안 찐다?,,,,,생활/문화,건강정보,Naver
운동 효과 높이는 의외의 비결… 손을 '차갑게' 하라?,,,,,생활/문화,건강정보,Naver
"""일찍 관심 가지면 안경 안써도 돼요"" 저학년 자녀 '근시' 진행 막으려면 [헬시타임]",,,,,생활/문화,건강정보,Naver
혈액 속 암 물질 찾는 자동화 장비 개발 클리노믹스 상승 [Why 바이오],,,,,생활/문화,건강정보,Naver
"품절대란 다이어트 약, 피부 '급노화' 부작용",,,,,생활/문화,건강정보,Naver
굿바이 하늘의 여왕 B747,,,,,생활/문화,건강정보,Naver
코로나 백신 가격 5배 오른다…美 공중보건위기 5월 종료,,,,,생활/문화,건강정보,Naver
"당뇨 환자, 어깨에 '이 질환' 잘 생긴다",,,,,생활/문화,건강정보,Naver
"영아 부모 90% ""로타바이러스 백신 접종 찬성""",,,,,생활/문화,건강정보,Naver
관악산 입구에 복합문화시설…도림천 산책로 조성,,,,,생활/문화,건강정보,Naver
성장판 닫게 하는 '이 질병'...85%가 커서도 문제,,,,,생활/문화,건강정보,Naver
